anime_id,title,genres,media,episodes,rating,members,start_date,season,source
28779,Futa-bu!!,"Hentai,School,Yuri",ova,2,7.19,15508.0,2015/2/20,winter_2015,manga
28789,3-gatsu no Lion meets Bump of Chicken,"Music,Drama,Seinen",music,1,7.05,11867.0,2014/12/8,fall_2014,manga
28791,Gunslinger Stratos The Animation,"Action,Sci-Fi",tv,12,6.08,66124.0,2015/4/4,spring_2015,game
28805,Bakemono no Ko,"Adventure,Supernatural",movie,1,8.31,320389.0,2015/7/11,summer_2015,original
28809,Macross Fufonfia Specials,"Comedy,Parody",special,3,5.69,847.0,2013/12/25,fall_2013,
28811,Last Exile: Doyou no Asa,"Comedy,Parody,Sci-Fi",special,3,5.68,1240.0,2011/12/17,fall_2011,
28813,Bamboo Blade: Fanfu-Fufe-Fo,"Comedy,Parody",special,2,5.63,1084.0,2008/4/23,spring_2008,
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy,Parody,Sci-Fi",special,24,5.74,976.0,8-Jan,winter_2008,
28817,Mikagura Gakuen Kumikyoku (TV),"Action,Comedy,School,Shoujo Ai",tv,12,6.7,78547.0,2015/4/7,spring_2015,light_novel
28819,Okusama ga Seitokaichou!,"Comedy,Romance,Ecchi,School,Shounen",tv,12,6.64,225865.0,2015/7/2,summer_2015,manga
28825,Himouto! Umaru-chan,"Comedy,School,Seinen,Slice of Life",tv,12,7.16,523344.0,2015/7/9,summer_2015,manga
28833,Chain Chronicle: Haecceitas no Hikari,"Action,Adventure,Fantasy,Magic",tv,12,6.64,95818.0,2017/1/8,winter_2017,game
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody,School,Slice of Life",tv,12,6.93,3601.0,2015/4/5,spring_2015,original
28841,"Wake Up, Girls! Seishun no Kage","Drama,Music",movie,1,7.14,8214.0,2015/9/25,summer_2015,original
28851,Koe no Katachi,"Drama,School,Shounen",movie,1,8.99,1504877.0,2016/9/17,summer_2016,manga
28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure,Kids,Fantasy",movie,1,6.18,4293.0,2015/7/18,summer_2015,game
28859,Shabura Rental: Ecchi na Oneesan to no Eroero Rental Obenkyou The Animation,Hentai,ova,1,6.81,5361.0,2015/2/27,winter_2015,visual_novel
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Slice of Life,Comedy,Shounen",tv,12,6.43,12565.0,2015/4/7,spring_2015,manga
28869,Kaitou Joker 2nd Season,"Adventure,Comedy,Mystery,Shounen",tv,13,7.21,5116.0,2015/4/6,spring_2015,manga
28881,New Initial D Movie: Legend 2 - Tousou,"Cars,Seinen,Sports",movie,1,7.78,19665.0,2015/5/23,spring_2015,manga
28883,Hidan no Aria AA,"Action,School,Shoujo Ai",tv,12,6.23,83790.0,2015/10/6,fall_2015,manga
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Fantasy,Comedy",ona,11,,244.0,2014/10/8,fall_2014,
28891,Haikyuu!! Second Season,"Comedy,Sports,Drama,School,Shounen",tv,25,8.7,954913.0,2015/10/4,fall_2015,manga
28897,Ganso Banana no Tamashii,"Music,Kids",music,1,5.02,291.0,1990/8/1,summer_1990,original
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action,Adventure,Fantasy,Military",tv,12,7.73,621953.0,2015/7/4,summer_2015,light_novel
28911,Hidamari Sketch Recap,"Slice of Life,Comedy,School",special,1,6.31,1178.0,2008/6/4,spring_2008,4_koma_manga
28913,Hidamari Sketch x 365 Recap,"Slice of Life,Comedy,School",special,1,6.17,1042.0,2009/12/23,fall_2009,4_koma_manga
28915,Hidamari Sketch x 隨倥・繝ｻ隨倥・Recap,"Slice of Life,Comedy,School",special,1,6.3,1045.0,2012/9/26,summer_2012,4_koma_manga
28925,Youkai Watch: Best 10,"Kids,Comedy,Supernatural",special,1,5.86,570.0,2014/12/19,fall_2014,
28927,Owari no Seraph: Nagoya Kessen-hen,"Action,Military,Supernatural,Drama,Vampire,Shounen",tv,12,7.63,564670.0,2015/10/10,fall_2015,manga
28929,Vampire Holmes,"Mystery,Comedy,Supernatural",tv,12,3.36,17047.0,2015/4/4,spring_2015,game
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure,Fantasy,Historical,Mystery,Seinen,Slice of Life,Supernatural",movie,1,8.62,99889.0,2015/5/16,spring_2015,manga
28961,Idol隨倥・ister,"Harem,Hentai,Music",ova,1,7.06,13467.0,2014/12/26,fall_2014,manga
28963,Nekota no Koto ga Kininatte Shikatanai.,"School,Shoujo",special,1,6.17,1126.0,2015/3/22,winter_2015,manga
28965,Kibun wa Uaa Jitsuzai OL Kouza,"Comedy,Seinen",ova,1,,158.0,1994/1/14,winter_1994,
28977,Gintama・ゑｽｰ,"Action,Comedy,Historical,Parody,Samurai,Sci-Fi,Shounen",tv,51,9.09,428700.0,2015/4/8,spring_2015,manga
28979,To LOVE-Ru Darkness 2nd,"Comedy,Ecchi,Harem,Romance,School,Sci-Fi,Shounen",tv,12,7.49,201598.0,2015/7/7,summer_2015,manga
28981,Ame-iro Cocoa,"Slice of Life,Comedy",tv,12,4.72,23704.0,2015/4/5,spring_2015,digital_manga
28983,Bouken-tachi Gamba to Nanbiki no Nakama,"Adventure,Kids",movie,1,,316.0,1984/3/4,winter_1984,novel
28989,Maku,"Music,Dementia",movie,1,5.7,317.0,2014/8/25,summer_2014,original
28999,Charlotte,"Drama,School,Super Power",tv,13,7.76,1129120.0,2015/7/5,summer_2015,original
29003,Lena Lena,Slice of Life,tv,13,,207.0,2009/7/4,summer_2009,picture_book
29017,Wooser no Sono Higurashi: Mugen-hen,"Comedy,Fantasy,Slice of Life",tv,13,6.59,4224.0,2015/7/3,summer_2015,web_manga
29027,Shinmai Maou no Testament: Toujou Basara no Hard Sweet na Nichijou,"Action,Demons,Ecchi,Fantasy,Harem,Romance",ova,1,6.97,95487.0,2015/6/22,spring_2015,light_novel
29035,Robot Girls Z Plus,"Comedy,Mecha,Parody",ona,6,6.27,6137.0,2015/5/20,spring_2015,original
29053,Orangutan,"Kids,Music",music,1,5.12,232.0,1980/2/7,winter_1980,original
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy,Romance,Seinen,Slice of Life",tv,13,7.38,162349.0,2015/4/3,spring_2015,4_koma_manga
29073,Tottori U-turn,Sports,special,1,4.99,265.0,2014/12/11,fall_2014,
29083,Lovely x Cation The Animation,Hentai,ova,2,7.21,8933.0,2015/3/27,winter_2015,visual_novel
29085,Sei Yariman Sisters Pakopako Nikki The Animation,Hentai,ova,1,6.8,6727.0,2015/3/27,winter_2015,visual_novel
29087,Wangpai Yushi,"Comedy,Fantasy,School,Shounen,Supernatural",ona,39,6.65,3008.0,2014/6/27,spring_2014,manga
29089,Yaoguai Mingdan,"Action,Comedy,Fantasy,Romance",ona,18,6.92,21765.0,2014/12/13,fall_2014,web_manga
29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama,special,1,7.9,184573.0,2015/4/12,spring_2015,visual_novel
29095,Grisaia no Rakuen,"Drama,Harem,Psychological,Romance",tv,10,7.84,323181.0,2015/4/19,spring_2015,visual_novel
29099,Washimo 2nd Season,"Sci-Fi,Slice of Life,Comedy,Kids,School",tv,24,,245.0,2015/1/5,winter_2015,picture_book
29101,Grisaia no Kajitsu Specials,Ecchi,special,6,6.92,64828.0,2014/12/25,fall_2014,visual_novel
29103,Tanoshii Sansuu,"Music,Kids",music,1,,193.0,1988/2/8,winter_1988,original
29105,Aruite Mikka!,"Music,Comedy,Kids",music,1,4.41,449.0,1999/12/1,fall_1999,original
29107,Banana Mura ni Ame ga Furu,"Music,Kids",music,1,4.72,327.0,1987/8/3,summer_1987,original
29123,World Calling,Music,music,1,6.06,1488.0,2012/11/2,fall_2012,
29129,Ookami Shoujo to Kuro Ouji Recap,"Comedy,Romance,School,Shoujo",special,1,6.82,13955.0,2014/12/28,fall_2014,manga
29135,Chiisana Teien,"Adventure,Fantasy",movie,1,6.07,393.0,2014/12/10,fall_2014,
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy,special,1,5.46,493.0,2014/9/1,summer_2014,
29151,Tezuka Osamu Monogatari,Historical,ona,10,,200.0,2013/12/18,fall_2013,
29153,Usagi to Kame (Music),Music,music,1,5.33,241.0,2011/10/19,fall_2011,
29163,Sore ga Seiyuu!,"Slice of Life,Comedy",tv,13,7.05,45078.0,2015/7/7,summer_2015,web_manga
29165,Daitoshokan no Hitsujikai Picture Drama,"Ecchi,Comedy",special,6,6.28,6358.0,2014/12/25,fall_2014,visual_novel
29173,Tensai Banpaku Opening,Dementia,ona,1,5.29,557.0,2014/12/29,fall_2014,
29177,Persia no Komoriuta: Watashi no Hana,"Kids,Music",music,1,,203.0,1984/6/19,spring_1984,original
29179,Futago no Ookami Daibouken,"Music,Kids",music,1,5.3,219.0,1980/10/1,fall_1980,original
29181,Henna Ie!,"Music,Kids",music,1,,202.0,1983/2/1,winter_1983,original
29207,Jeremy no Ki,"Kids,Drama,Fantasy",movie,1,,155.0,1983/4/29,spring_1983,
29223,Aldnoah.Zero Extra Archives,"Action,Sci-Fi,Mecha",special,1,6.64,13237.0,2015/1/4,winter_2015,original
29231,Fushigiboshi no隨倥・utagohime Gyu! Recap,"Comedy,Magic,Shoujo",ova,1,6.34,597.0,2006/8/25,summer_2006,
29233,Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"Adventure,Martial Arts,Comedy,Super Power,Sci-Fi",movie,1,6.05,393.0,1985/3/16,winter_1985,
29235,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,"Adventure,Martial Arts,Super Power",movie,1,6.16,492.0,1984/3/17,winter_1984,
29247,Kiki to Lala no Habatake! Pegasus,"Kids,Magic",ova,1,,259.0,1994/3/21,winter_1994,
29249,Kiki to Lala no Mamatte Suteki!,"Kids,Magic",ova,1,,214.0,1995/6/21,spring_1995,
29255,Koukaku Kidoutai Arise [.jp],Action,special,1,6.34,4347.0,2013/11/14,fall_2013,
29261,Genkaku Cool na Sensei ga Aheboteochi!,Hentai,ova,2,7.21,10872.0,2015/6/26,spring_2015,light_novel
29267,Hangyodon no Parallel Daisakusen: Kyouryuu Oukoku wa Oosawagi,"Kids,Sci-Fi",ova,1,,151.0,1992/9/21,summer_1992,
29269,Hangyodon no Parallel Daisakusen: Mirai Sekai wa Oosawagi,"Kids,Sci-Fi",ova,1,,161.0,1992/11/21,fall_1992,
29271,Hangyodon no 007/2: Doctor Sunday Arawaru no Maki,"Kids,Parody",ova,1,,168.0,1993/3/10,winter_1993,
29273,Hangyodon no Parallel Daisakusen: Hana no Oedo wa Oosawagi,"Kids,Historical",ova,1,,178.0,1993/6/21,spring_1993,
29275,Ooedo Torimonochou: Nezumi Kozou,"Kids,Historical,Mystery",ova,1,,142.0,1989/4/26,spring_1989,
29291,Behind a Smile,"Action,Demons,Music",music,1,5.79,780.0,2010/6/16,spring_2010,
29301,Kurage no Shokudou,"Slice of Life,Drama",ova,1,6.25,13156.0,2016/3/9,winter_2016,light_novel
29307,Classical Sex-Zone,"Hentai,School",ova,3,5.41,576.0,1988/4/30,spring_1988,
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,"Harem,Comedy,Romance,Ecchi",special,1,7.06,97903.0,2015/1/9,winter_2015,light_novel
29323,"Oyaji no, Imo no Kamisama.",Slice of Life,special,1,5.83,420.0,2014/12/31,fall_2014,
29325,Koukaku Kidoutai Arise: Alternative Architecture,"Sci-Fi,Police,Psychological,Mecha",tv,10,7.25,37585.0,2015/4/5,spring_2015,manga
29347,20-dai no Heya-hen,Slice of Life,special,1,5.1,1690.0,2015/1/7,winter_2015,original
29351,Beanuts,"Comedy,Kids",special,2,,165.0,1997/12/15,fall_1997,
29355,Grasshopper Monogatari,"Music,Kids",music,1,,200.0,2005/12/1,fall_2005,original
29359,Bazar d・・ｽｩ Gozarre,Comedy,special,33,,188.0,Nov-91,fall_1991,
29363,Watashi no Ashinaga Ojisan Specials,"Comedy,Romance,School,Shoujo,Slice of Life",special,2,,458.0,1-May,spring_2001,
29367,Jam the Housnail,"Adventure,Kids",tv,15,,183.0,1996/6/10,summer_1996,original
29369,Tick & Tack,"Kids,Fantasy",tv,18,,165.0,1998/8/2,summer_1998,
29373,Bip to Bap,"Kids,Adventure",tv,4,,183.0,2001/4/2,spring_2001,
29375,Robot Pulta,"Adventure,Comedy,Kids,Mecha",tv,0,,210.0,1995/4/4,spring_1995,
29385,Chii-chan to Hige Ojisan,"Slice of Life,Kids",tv,10,,183.0,2004/6/21,summer_2004,original
29387,Momonga-mon,"Adventure,Kids",tv,15,,176.0,2005/7/4,summer_2005,
29389,Shiro Hon,"Adventure,Kids",tv,6,,145.0,2007/4/2,spring_2007,
29391,Pinky Wakuwaku Tabi Stroll,Slice of Life,ona,7,5.11,280.0,2000/12/1,fall_2000,
29393,Pinky Monkey no Umareta Hi,Adventure,ona,1,,206.0,2006/4/30,spring_2006,
29395,Fafa Movie,Slice of Life,ona,2,5.1,240.0,2010/3/10,winter_2010,other
29397,Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,Slice of Life,ona,1,,236.0,2011/3/31,winter_2011,other
29399,Ousama Monogatari,"Adventure,Kids",tv,11,,243.0,2007/5/21,spring_2007,original
29401,Shiritori Oukoku,Kids,tv,3,,153.0,2008/2/18,winter_2008,
29403,Oni Keibu Anpan,"Police,Kids",special,2,,142.0,2009/8/19,summer_2009,other
29413,Dog Days Recap,"Action,Adventure,Fantasy,Magic",special,1,6.5,4771.0,2015/1/11,winter_2015,
29419,Pokemon XY: New Year's Eve 2014 Super Mega Special,"Action,Adventure,Comedy,Fantasy,Kids",special,1,6.32,3191.0,2014/12/31,fall_2014,
29421,Liv & Bell,"Adventure,Kids",tv,0,,196.0,2013/2/15,winter_2013,
29423,En En Nikoli,"Adventure,Music,Kids",special,3,,142.0,2011/11/7,fall_2011,
29427,Mori no Ratio,"Adventure,Kids,Fantasy",tv,0,,295.0,2010/3/26,spring_2010,
29429,Straw Byururu,"Adventure,Kids,Magic,Fantasy",tv,7,,263.0,2010/3/22,spring_2010,
29433,Ken to Kaijuu,"Kids,Magic,Fantasy",tv,6,,162.0,2009/10/19,fall_2009,
29435,Ongaku Sekai Ryokou,"Music,Kids",tv,4,,165.0,2011/3/7,spring_2011,original
29437,Detective Conan: Happy New Year Special,"Action,Police,Comedy,Mystery,Shounen",special,1,6.99,3276.0,2015/1/3,winter_2015,
29445,Gakkyuu Ou Yamazaki Specials,Comedy,special,2,,162.0,1998/3/30,winter_1998,
29451,Hoshi Uranai Kirakira,"Music,Kids",music,1,5.35,240.0,1983/12/1,fall_1983,original
29455,Cabbage UFO,"Music,Kids",music,1,5.13,321.0,1984/6/2,spring_1984,music
29457,Tenrankai de Atta Onnanoko,"Music,Kids",music,1,,211.0,1990/6/3,spring_1990,original
29467,Bubaga,"Kids,Adventure",tv,8,,173.0,1995/5/5,spring_1995,
29469,Daisuki! Nendomama,"Kids,Slice of Life,Fantasy",tv,9,,162.0,1994/4/4,spring_1994,
29471,Saikin Ponta,"Kids,Slice of Life",tv,12,,235.0,1994/4/7,spring_1994,
29473,Toko-chan Chokkin,"Kids,Slice of Life,Adventure,Historical",tv,3,,144.0,1995/4/10,spring_1995,
29475,Straw-saurus Neo,"Adventure,Fantasy,Kids,Sci-Fi",special,1,,219.0,2009/3/23,winter_2009,
29477,Rescue YoYo,"Kids,Mecha",special,1,,169.0,2012/4/30,spring_2012,
29479,Tsunagaru Animal,Kids,special,1,,132.0,2011/6/17,spring_2011,
29481,Kakinoki Mokkii,"Fantasy,Kids",special,1,5.37,322.0,2008/6/30,spring_2008,
29483,Rainbow no Anime Bako,Kids,special,1,,153.0,2006/8/17,summer_2006,
29485,Talpy,"Kids,Fantasy",tv,13,,144.0,2005/11/4,fall_2005,
29487,Paniponi,"Slice of Life,Kids",tv,48,,175.0,1998/5/7,spring_1998,
29489,Karasu no Puuta,Kids,tv,2,,148.0,1995/6/9,summer_1995,
29491,Kappa no Suribachi,"Kids,Fantasy",movie,1,,140.0,2012/3/17,winter_2012,
29493,Kyouryou Pikora,"Kids,Adventure",special,1,,145.0,1995/8/1,summer_1995,
29495,Nanja Monja Obake,"Kids,Horror",special,1,,215.0,1994/12/6,fall_1994,
29497,Go! Go! Veggie-tan,"Sci-Fi,Space,Kids",special,1,,146.0,1996/5/13,spring_1996,
29499,Hasu no Yousei: Bonyo Bonyo,"Kids,Fantasy",special,1,,149.0,1998/8/24,summer_1998,
29501,The Night Game: Neko no Sakusen,"Kids,Sports",special,1,,223.0,2012/1/3,winter_2012,
29503,Gararin to Gororin,"Music,Kids",special,1,,221.0,2006/2/15,winter_2006,
29505,Suna Asobi,"Adventure,Music,Kids",special,1,,219.0,1995/1/10,winter_1995,
29511,Ongaku Shoujo,"Music,Slice of Life",movie,1,6.23,11441.0,2015/3/22,winter_2015,original
29513,Aki no Kanade,"Slice of Life,Music,School",movie,1,7.0,19011.0,2015/3/22,winter_2015,original
29515,Happy ComeCome,"Slice of Life,Comedy,Sci-Fi",movie,1,5.49,1266.0,2015/3/22,winter_2015,
29517,Kumi to Tulip,"Kids,Sci-Fi",movie,1,6.03,1686.0,2015/3/22,winter_2015,original
29535,Hello Kitty no Hajimete no Christmas Cake,Kids,ova,1,,223.0,1998/10/21,fall_1998,
29537,Hello Kitty no Okaze wo Hiita Santa-san,"Kids,Fantasy",ova,1,,214.0,1993/11/1,fall_1993,
29539,Hello Kitty no Minna no Tanoshii Natsuyasumi,"Kids,Fantasy",ova,1,,214.0,1998/10/21,fall_1998,
29543,Kitty to Daniel no Suteki na Christmas,Kids,ova,1,,169.0,1992/11/1,fall_1992,
29545,Santa Claus Tsukamaeta!,"Kids,Fantasy",ova,1,,146.0,1989/12/6,fall_1989,
29547,Sanrio Christmas Fantasia,"Kids,Magic,Fantasy",ova,1,,223.0,1992/11/1,fall_1992,
29549,Kitty to Daniel no Odoru Santa-san no Himitsu,"Kids,Fantasy",ova,1,,171.0,2004/1/1,winter_2004,
29573,Fukubiki! Triangle: Futaba wa Atafuta 隨呻ｽ･,Hentai,ova,1,6.61,7035.0,2015/3/27,winter_2015,visual_novel
29575,Mankitsu Happening,Hentai,ova,4,7.72,41507.0,2015/3/27,winter_2015,visual_novel
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"Comedy,Sports,School,Shounen",special,1,7.22,18945.0,2014/12/25,fall_2014,
29589,Denpa Kyoushi (TV),"Comedy,Romance,School,Shounen",tv,24,6.89,132181.0,2015/4/4,spring_2015,manga
29603,Kurokan,Sports,ona,33,,374.0,2013/1/1,winter_2013,manga
29609,Chinka,Action,special,1,5.0,351.0,2010/3/31,winter_2010,original
29611,Pa-Pa-Pa the 隨倥・Movie: Perman - Tako de Pon! Ashi wa Pon!,"Kids,Adventure,Comedy,Super Power",movie,1,6.37,369.0,2004/3/6,winter_2004,
29613,Perman: Birdman ga Yatte Kita!!,"Kids,Adventure,Comedy,Super Power",movie,1,5.95,347.0,1983/3/12,winter_1983,
29643,6HP (Six Hearts Princess),Magic,special,0,5.93,4423.0,2016/12/30,fall_2016,
29687,Duel Masters VSR,"Action,Adventure,Comedy,Shounen",tv,51,5.51,1060.0,2015/4/5,spring_2015,original
29697,Tennis no Ouji-sama: Message in a Bottle,"Comedy,Sports,School,Shounen",special,1,6.61,1962.0,2009/12/22,fall_2009,manga
29703,Ikoku na Retro,Hentai,ova,1,6.33,4465.0,2015/4/24,spring_2015,manga
29705,Shoujo Kyouiku,Hentai,ova,2,6.54,8066.0,2015/5/1,spring_2015,visual_novel
29707,Yume no Ukiyo ni Saitemina,Music,music,1,5.78,1556.0,2015/1/19,winter_2015,
29715,Nar Doma,Comedy,tv,26,5.73,2492.0,2015/5/17,spring_2015,web_manga
29716,Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,"Adventure,Space,Drama,Sci-Fi",special,1,,541.0,1982/4/5,spring_1982,
29722,"Eikoku Ikka, Nihon wo Taberu","Comedy,Slice of Life",tv,24,6.34,1143.0,2015/4/12,spring_2015,book
29729,Peeping Life x I-O Data: Quiz!! Input Output,Comedy,ona,8,,307.0,2012/11/30,fall_2012,original
29730,Ienai Koto The Animation,Hentai,ova,2,6.16,4425.0,2015/3/6,winter_2015,manga
29731,Beppu x Peeping Life,"Slice of Life,Comedy",ona,1,5.29,414.0,2014/11/6,fall_2014,
29733,"Sayonara, Midori ga ike: Tobe! Tako Glider!!","Kids,Adventure",ova,1,,150.0,2005/3/25,winter_2005,
29738,Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,Music,tv,10,,237.0,2014/4/29,spring_2014,
29740,Notteke Explet's,Kids,tv,26,,144.0,2004/4/4,spring_2004,
29745,Korokoro Animal,Kids,tv,60,,145.0,2007/3/22,spring_2007,
29746,Kaden Manzai John TV Show!,Comedy,tv,25,,170.0,2008/4/6,spring_2008,
29747,Warai no Show Gakkou,"Kids,Comedy",tv,20,,145.0,2009/3/30,spring_2009,original
29748,Kabushiki Kaisha Zoo,"Kids,Comedy",tv,12,,165.0,2010/1/20,winter_2010,original
29750,AAA de Ikou!!: Yuuna & Akiko,Comedy,ova,1,,302.0,2007/8/24,summer_2007,
29751,Yurumi to Shimeru,"Sci-Fi,Comedy",ona,1,,186.0,2008/4/3,spring_2008,web_manga
29752,JU Chuuko Jidousha Hanbaishi x Peeping Life,"Slice of Life,Comedy",ona,2,,308.0,2013/9/30,summer_2013,
29755,Haikyuu!! Movie 1: Owari to Hajimari,"Comedy,Sports,Drama,School,Shounen",movie,1,7.93,61082.0,2015/7/3,summer_2015,manga
29756,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,movie,1,6.31,1782.0,2015/7/4,summer_2015,original
29757,Mori no e,"Kids,Music",music,1,5.64,436.0,2011/2/27,winter_2011,
29758,Taboo Tattoo,"Action,Mystery,Comedy,Super Power,Supernatural,Martial Arts,Seinen",tv,12,5.78,224356.0,2016/7/5,summer_2016,manga
29759,Korokoro Animal 2,Kids,tv,63,,149.0,2014/4/7,spring_2014,
29770,Kikyuu,Music,music,1,5.79,578.0,2013/9/25,summer_2013,
29777,Baka Baka Baka na Sekai,"Military,Comedy,Dementia",movie,1,4.27,1444.0,1968/10/12,fall_1968,original
29778,Himitsu Spark,Music,music,1,6.11,1022.0,2014/12/19,fall_2014,
29782,Malay Oki Kaisen,"Historical,Military",movie,1,5.42,345.0,1943/11/26,fall_1943,original
29785,Jitsu wa Watashi wa,"Comedy,Supernatural,Romance,Vampire,Fantasy,School,Shounen",tv,13,6.9,202388.0,2015/7/7,summer_2015,manga
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy,Ecchi,School",tv,12,7.31,590301.0,2015/7/4,summer_2015,light_novel
29787,Gochuumon wa Usagi Desu ka??,"Slice of Life,Comedy",tv,12,7.81,102713.0,2015/10/10,fall_2015,4_koma_manga
29801,The iDOLM@STER Million Live! 1st Anniversary PV,Drama,special,1,5.93,2756.0,2014/2/27,winter_2014,game
29803,Overlord,"Action,Adventure,Fantasy,Game,Magic,Supernatural",tv,13,7.94,1101156.0,2015/7/7,summer_2015,light_novel
29807,Honoo no Haramase Paidol My隨倥・tar Gakuen Z The Animation,Hentai,ova,1,7.08,6290.0,2015/4/24,spring_2015,visual_novel
29808,Namaiki: Kissuisou e Youkoso! The Animation,Hentai,ova,1,7.13,11652.0,2015/4/24,spring_2015,visual_novel
29809,3Ping Lovers!隨倥・ppu Nisai no Sekai e Youkoso隨呻ｽｪ The Animation,Hentai,ova,1,6.92,11040.0,2015/5/22,spring_2015,visual_novel
29812,Yumemi Douji,Drama,movie,1,,313.0,1958/4/5,spring_1958,original
29820,Channel 5.5 4th Season,"Parody,Comedy",ona,4,5.61,480.0,2014/11/16,fall_2014,
29821,Channel 5.5,"Parody,Comedy",ona,4,5.6,507.0,2014/1/28,winter_2014,
29822,Channel 5.5 2nd Season,"Parody,Comedy",ona,4,5.28,734.0,2014/4/14,spring_2014,
29823,Channel 5.5 3rd Season,"Parody,Comedy",ona,4,5.78,738.0,2014/7/31,summer_2014,
29825,Onnanoko tte.,"Slice of Life,Comedy,Shoujo",special,4,5.61,340.0,2015/2/5,winter_2015,manga
29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy,Drama,Slice of Life",movie,1,7.76,7926.0,2015/8/29,summer_2015,original
29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,"Comedy,Drama,Slice of Life",movie,1,7.8,7508.0,2015/11/28,fall_2015,original
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy,Drama,Slice of Life",movie,1,8.1,8367.0,2016/4/2,spring_2016,original
29832,Panpaka Pants Movie: Bananan Oukoku no Hihou,"Adventure,Kids",movie,1,,223.0,2014/5/10,spring_2014,original
29834,Moshidora Recap,"Drama,Sports",special,1,5.94,543.0,2011/8/16,summer_2011,
29835,47 Todoufuken Specials,"Kids,Comedy,Romance",special,2,,286.0,2012/3/20,winter_2012,
29836,Akuei to Gacchinpo,"Kids,Comedy",tv,13,,258.0,2004/10/2,fall_2004,
29837,"Yakushiji Ryouko no Kaiki Jikenbo: Hamachou, Voice & Fiction","Police,Supernatural,Mystery",special,1,,555.0,2009/1/21,winter_2009,light_novel
29842,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,"Kids,Magic,Comedy",movie,1,,189.0,2005/4/29,spring_2005,
29843,Akuei to Gacchinpo: Tenkomori,"Kids,Comedy",tv,12,,242.0,2005/1/7,winter_2005,
29846,Omakase! Miracle Cat-dan,"Comedy,Kids,Super Power",tv,32,,388.0,2015/3/31,spring_2015,original
29850,AKB48 Stage Fighter,Action,special,1,5.19,857.0,2011/10/28,fall_2011,game
29851,Nekoronde Mite ne.,Comedy,ona,14,,148.0,2013/11/7,fall_2013,
29852,Boku no Yayoi-san,Hentai,ova,2,6.26,5172.0,2015/2/27,winter_2015,manga
29853,Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,"Military,School",special,2,6.81,3910.0,2013/9/25,summer_2013,original
29854,Ushio to Tora (TV),"Action,Adventure,Comedy,Demons,Shounen,Supernatural",tv,26,7.59,185965.0,2015/7/3,summer_2015,manga
29855,Meiji Tokyo Renka Movie 1: Yumihari no Serenade,"Fantasy,Harem,Romance,Shoujo",movie,1,6.48,10280.0,2015/7/18,summer_2015,game
29856,Tetopettenson,"Music,Kids",music,1,5.11,218.0,2002/10/2,fall_2002,music
29861,Channel 5.5 3rd Season Prologue,Comedy,ona,1,5.59,421.0,14-Jul,summer_2014,
29862,Channel 5.5 4th Season Prologue,Comedy,ona,1,5.47,416.0,14-Nov,fall_2014,
29863,Anata wo Zutto Aishiteru,"Adventure,Kids,Fantasy",movie,1,6.35,1125.0,2015/6/6,spring_2015,picture_book
29865,BAR Kiraware Yasai,Comedy,tv,13,5.03,2404.0,2015/4/7,spring_2015,4_koma_manga
29868,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,"Kids,Magic,Fantasy,Shoujo",movie,1,6.69,2859.0,2015/10/31,fall_2015,original
29871,Shinsei Kamattechan,"Music,Sci-Fi",music,1,4.62,503.0,2011/8/26,summer_2011,original
29876,Chu Feng: B.E.E,"Action,Sci-Fi,Comedy,Romance,Fantasy,Mecha,School",ona,6,5.9,15845.0,2015/7/23,summer_2015,manga
29886,Bogeul Bogeul Bomulseon,"Adventure,Fantasy",movie,1,,209.0,2007/7/25,summer_2007,
