Comedy,Action,Fantasy,Adventure,Drama,Sci-Fi,Kids,Shounen,Romance,Slice of Life,School,Music,Supernatural,Hentai,Mecha,Historical,Magic,Seinen,Ecchi,Shoujo,Sports,Mystery,Parody,Super Power,Military,Space,Horror,Demons,Harem,Martial Arts,Dementia,Game,Psychological,Police,Samurai,Vampire,Others
#00FF00,#0000FF,#FF0000,#01FFFE,#FFA6FE,#FFDB66,#006401,#010067,#95003A,#007DB5,#FF00F6,#E85EBE,#774D00,#90FB92,#0076FF,#D5FF00,#FF937E,#6A826C,#FF029D,#FE8900,#7A4782,#7E2DD2,#85A900,#FF0056,#A42400,#00AE7E,#683D3B,#BDC6FF,#263400,#BDD393,#00B917,#9E008E,#001544,#C28C9F,#FF74A3,#01D0FF,#FFFFFF
