Action,Adventure,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shounen,Slice of Life,Space,Sports,Super Power,Supernatural,Vampire,Others
#00FF00,#0000FF,#FF0000,#01FFFE,#FFA6FE,#FFDB66,#006401,#00ff90,#95003A,#007DB5,#FF00F6,#E85EBE,#774D00,#90FB92,#0076FF,#D5FF00,#FF937E,#6A826C,#FF029D,#FE8900,#7A4782,#7E2DD2,#85A900,#FF0056,#A42400,#00AE7E,#683D3B,#BDC6FF,#FF6E41,#BDD393,#00B917,#9E008E,#B500FF,#C28C9F,#FF74A3,#01D0FF,#EFEFEF
