Genre_Principal,Genre_Secondaire_1,Genre_Secondaire_2,Count,Percent,inOthers
Comedy,Fantasy,Parody,51,5.3627760252365935,0
Comedy,Fantasy,Slice of Life,48,5.047318611987381,0
Comedy,Fantasy,Demons,46,4.837013669821241,0
Comedy,Fantasy,Historical,39,4.100946372239748,0
Comedy,Fantasy,Harem,39,4.100946372239748,0
Comedy,Fantasy,Mecha,31,3.259726603575184,0
Comedy,Fantasy,Seinen,27,2.8391167192429023,0
Comedy,Fantasy,Martial Arts,23,2.4185068349106205,0
Comedy,Fantasy,Horror,20,2.103049421661409,0
Comedy,Fantasy,Game,20,2.103049421661409,0
Comedy,Fantasy,Vampire,19,23.75,1
Comedy,Fantasy,Music,12,15.0,1
Comedy,Fantasy,Mystery,11,13.75,1
Comedy,Fantasy,Sports,9,11.25,1
Comedy,Fantasy,Hentai,8,10.0,1
Comedy,Fantasy,Military,7,8.75,1
Comedy,Fantasy,Psychological,4,5.0,1
Comedy,Fantasy,Samurai,4,5.0,1
Comedy,Fantasy,Space,3,3.75,1
Comedy,Fantasy,Dementia,3,3.75,1
Comedy,Fantasy,Others,80,8.412197686645635,0
Comedy,Fantasy,T,951,18.180080290575415,0
Comedy,Romance,School,295,35.20286396181384,0
Comedy,Romance,Drama,213,25.41766109785203,0
Comedy,Romance,Ecchi,207,24.70167064439141,0
Comedy,Romance,Harem,172,20.525059665871122,0
Comedy,Romance,Shounen,148,17.66109785202864,0
Comedy,Romance,Slice of Life,148,17.66109785202864,0
Comedy,Romance,Fantasy,137,16.348448687350835,0
Comedy,Romance,Sci-Fi,123,14.677804295942721,0
Comedy,Romance,Supernatural,116,13.842482100238664,0
Comedy,Romance,Shoujo,112,13.365155131264917,0
Comedy,Romance,Action,110,13.126491646778042,0
Comedy,Romance,Adventure,107,12.768496420047732,0
Comedy,Romance,Magic,106,12.649164677804295,0
Comedy,Romance,Seinen,58,6.921241050119332,0
Comedy,Romance,Historical,34,4.05727923627685,0
Comedy,Romance,Demons,27,3.2219570405727924,0
Comedy,Romance,Parody,26,3.1026252983293556,0
Comedy,Romance,Mecha,25,2.983293556085919,0
Comedy,Romance,Music,20,2.386634844868735,0
Comedy,Romance,Super Power,18,2.1479713603818618,0
Comedy,Romance,Military,18,2.1479713603818618,0
Comedy,Romance,Mystery,17,2.028639618138425,0
Comedy,Romance,Vampire,15,1.7899761336515514,0
Comedy,Romance,Sports,13,1.5513126491646778,0
Comedy,Romance,Martial Arts,12,17.91044776119403,1
Comedy,Romance,Hentai,11,16.417910447761194,1
Comedy,Romance,Horror,10,14.925373134328359,1
Comedy,Romance,Kids,8,11.940298507462687,1
Comedy,Romance,Space,8,11.940298507462687,1
Comedy,Romance,Psychological,5,7.462686567164179,1
Comedy,Romance,Samurai,5,7.462686567164179,1
Comedy,Romance,Police,4,5.970149253731344,1
Comedy,Romance,Game,3,4.477611940298507,1
Comedy,Romance,Dementia,1,1.492537313432836,1
Comedy,Romance,Others,67,7.995226730310263,0
Comedy,Romance,T,838,16.019881475817243,0
Comedy,Slice of Life,School,252,30.215827338129497,0
Comedy,Slice of Life,Romance,148,17.74580335731415,0
Comedy,Slice of Life,Seinen,111,13.309352517985612,0
Comedy,Slice of Life,Drama,107,12.829736211031175,0
Comedy,Slice of Life,Shounen,64,7.6738609112709835,0
Comedy,Slice of Life,Fantasy,48,5.755395683453237,0
Comedy,Slice of Life,Supernatural,48,5.755395683453237,0
Comedy,Slice of Life,Kids,46,5.5155875299760195,0
Comedy,Slice of Life,Shoujo,46,5.5155875299760195,0
Comedy,Slice of Life,Sci-Fi,36,4.316546762589928,0
Comedy,Slice of Life,Ecchi,31,3.7170263788968825,0
Comedy,Slice of Life,Magic,27,3.237410071942446,0
Comedy,Slice of Life,Music,24,2.8776978417266186,0
Comedy,Slice of Life,Parody,21,2.5179856115107913,0
Comedy,Slice of Life,Action,18,2.158273381294964,0
Comedy,Slice of Life,Adventure,18,2.158273381294964,0
Comedy,Slice of Life,Sports,18,2.158273381294964,0
Comedy,Slice of Life,Harem,16,1.9184652278177459,0
Comedy,Slice of Life,Martial Arts,14,1.6786570743405276,0
Comedy,Slice of Life,Historical,12,1.4388489208633093,0
Comedy,Slice of Life,Game,8,20.512820512820515,1
Comedy,Slice of Life,Super Power,7,17.94871794871795,1
Comedy,Slice of Life,Mystery,5,12.820512820512821,1
Comedy,Slice of Life,Space,5,12.820512820512821,1
Comedy,Slice of Life,Mecha,4,10.256410256410257,1
Comedy,Slice of Life,Police,4,10.256410256410257,1
Comedy,Slice of Life,Demons,3,7.6923076923076925,1
Comedy,Slice of Life,Military,1,2.5641025641025643,1
Comedy,Slice of Life,Dementia,1,2.5641025641025643,1
Comedy,Slice of Life,Vampire,1,2.5641025641025643,1
Comedy,Slice of Life,Others,39,4.676258992805756,0
Comedy,Slice of Life,T,834,15.943414261135539,0
Comedy,School,Romance,295,35.49939831528279,0
Comedy,School,Slice of Life,252,30.32490974729242,0
Comedy,School,Shounen,199,23.94705174488568,0
Comedy,School,Ecchi,171,20.577617328519857,0
Comedy,School,Action,111,13.35740072202166,0
Comedy,School,Harem,106,12.755716004813477,0
Comedy,School,Seinen,99,11.913357400722022,0
Comedy,School,Drama,91,10.95066185318893,0
Comedy,School,Supernatural,81,9.747292418772563,0
Comedy,School,Sports,73,8.78459687123947,0
Comedy,School,Fantasy,67,8.062575210589651,0
Comedy,School,Magic,66,7.9422382671480145,0
Comedy,School,Parody,65,7.821901323706378,0
Comedy,School,Shoujo,63,7.581227436823105,0
Comedy,School,Sci-Fi,54,6.498194945848375,0
Comedy,School,Super Power,33,3.9711191335740073,0
Comedy,School,Adventure,27,3.2490974729241877,0
Comedy,School,Kids,22,2.647412755716005,0
Comedy,School,Demons,18,2.1660649819494586,0
Comedy,School,Music,16,1.9253910950661852,0
Comedy,School,Martial Arts,15,1.8050541516245486,0
Comedy,School,Mystery,14,1.6847172081829123,0
Comedy,School,Mecha,10,21.27659574468085,1
Comedy,School,Game,8,17.02127659574468,1
Comedy,School,Vampire,7,14.893617021276595,1
Comedy,School,Horror,6,12.76595744680851,1
Comedy,School,Hentai,4,8.51063829787234,1
Comedy,School,Historical,4,8.51063829787234,1
Comedy,School,Samurai,3,6.382978723404255,1
Comedy,School,Space,2,4.25531914893617,1
Comedy,School,Psychological,2,4.25531914893617,1
Comedy,School,Military,1,2.127659574468085,1
Comedy,School,Others,47,5.6558363417569195,0
Comedy,School,T,831,15.886063850124259,0
Comedy,Sci-Fi,Action,249,36.888888888888886,0
Comedy,Sci-Fi,Shounen,220,32.592592592592595,0
Comedy,Sci-Fi,Adventure,199,29.48148148148148,0
Comedy,Sci-Fi,Mecha,155,22.962962962962962,0
Comedy,Sci-Fi,Romance,123,18.22222222222222,0
Comedy,Sci-Fi,Ecchi,87,12.88888888888889,0
Comedy,Sci-Fi,Fantasy,81,12.0,0
Comedy,Sci-Fi,Drama,80,11.851851851851851,0
Comedy,Sci-Fi,Parody,70,10.37037037037037,0
Comedy,Sci-Fi,Space,67,9.925925925925926,0
Comedy,Sci-Fi,Kids,62,9.185185185185185,0
Comedy,Sci-Fi,School,54,8.0,0
Comedy,Sci-Fi,Harem,50,7.407407407407407,0
Comedy,Sci-Fi,Super Power,48,7.111111111111111,0
Comedy,Sci-Fi,Magic,46,6.814814814814815,0
Comedy,Sci-Fi,Slice of Life,36,5.333333333333333,0
Comedy,Sci-Fi,Military,30,4.444444444444445,0
Comedy,Sci-Fi,Seinen,28,4.148148148148148,0
Comedy,Sci-Fi,Supernatural,27,4.0,0
Comedy,Sci-Fi,Police,26,3.8518518518518516,0
Comedy,Sci-Fi,Historical,25,3.7037037037037037,0
Comedy,Sci-Fi,Sports,17,2.5185185185185186,0
Comedy,Sci-Fi,Samurai,17,2.5185185185185186,0
Comedy,Sci-Fi,Mystery,13,18.571428571428573,1
Comedy,Sci-Fi,Martial Arts,10,14.285714285714286,1
Comedy,Sci-Fi,Shoujo,9,12.857142857142858,1
Comedy,Sci-Fi,Psychological,9,12.857142857142858,1
Comedy,Sci-Fi,Music,8,11.428571428571429,1
Comedy,Sci-Fi,Game,7,10.0,1
Comedy,Sci-Fi,Horror,5,7.142857142857143,1
Comedy,Sci-Fi,Dementia,4,5.714285714285714,1
Comedy,Sci-Fi,Hentai,3,4.285714285714286,1
Comedy,Sci-Fi,Demons,2,2.857142857142857,1
Comedy,Sci-Fi,Others,70,10.37037037037037,0
Comedy,Sci-Fi,T,675,12.903842477537756,0
Comedy,Kids,Fantasy,237,39.96627318718381,0
Comedy,Kids,Adventure,212,35.750421585160204,0
Comedy,Kids,Action,64,10.79258010118044,0
Comedy,Kids,Sci-Fi,62,10.45531197301855,0
Comedy,Kids,Shounen,59,9.949409780775717,0
Comedy,Kids,Slice of Life,46,7.75716694772344,0
Comedy,Kids,Magic,26,4.3844856661045535,0
Comedy,Kids,School,22,3.709949409780776,0
Comedy,Kids,Super Power,22,3.709949409780776,0
Comedy,Kids,Drama,21,3.5413153456998314,0
Comedy,Kids,Supernatural,16,2.69814502529511,0
Comedy,Kids,Historical,15,2.5295109612141653,0
Comedy,Kids,Parody,13,2.1922428330522767,0
Comedy,Kids,Music,12,2.0236087689713322,0
Comedy,Kids,Mecha,9,1.5177065767284992,0
Comedy,Kids,Shoujo,9,1.5177065767284992,0
Comedy,Kids,Romance,8,1.349072512647555,0
Comedy,Kids,Sports,8,1.349072512647555,0
Comedy,Kids,Space,8,21.62162162162162,1
Comedy,Kids,Mystery,6,16.216216216216218,1
Comedy,Kids,Game,5,13.513513513513514,1
Comedy,Kids,Vampire,4,10.81081081081081,1
Comedy,Kids,Ecchi,3,8.108108108108109,1
Comedy,Kids,Horror,3,8.108108108108109,1
Comedy,Kids,Demons,3,8.108108108108109,1
Comedy,Kids,Police,3,8.108108108108109,1
Comedy,Kids,Military,1,2.7027027027027026,1
Comedy,Kids,Martial Arts,1,2.7027027027027026,1
Comedy,Kids,Others,37,6.239460370994941,0
Comedy,Kids,T,593,11.3362645765628,0
Comedy,Ecchi,Romance,207,41.4,0
Comedy,Ecchi,School,171,34.2,0
Comedy,Ecchi,Harem,126,25.2,0
Comedy,Ecchi,Action,113,22.6,0
Comedy,Ecchi,Shounen,90,18.0,0
Comedy,Ecchi,Sci-Fi,87,17.4,0
Comedy,Ecchi,Fantasy,82,16.4,0
Comedy,Ecchi,Supernatural,72,14.4,0
Comedy,Ecchi,Magic,71,14.2,0
Comedy,Ecchi,Seinen,67,13.4,0
Comedy,Ecchi,Adventure,44,8.8,0
Comedy,Ecchi,Parody,35,7.0,0
Comedy,Ecchi,Drama,34,6.8,0
Comedy,Ecchi,Slice of Life,31,6.2,0
Comedy,Ecchi,Super Power,25,5.0,0
Comedy,Ecchi,Mecha,21,4.2,0
Comedy,Ecchi,Demons,17,3.4,0
Comedy,Ecchi,Sports,14,2.8,0
Comedy,Ecchi,Military,11,2.2,0
Comedy,Ecchi,Game,10,2.0,0
Comedy,Ecchi,Vampire,8,1.6,0
Comedy,Ecchi,Mystery,7,1.4,0
Comedy,Ecchi,Horror,7,18.42105263157895,1
Comedy,Ecchi,Space,6,15.789473684210526,1
Comedy,Ecchi,Martial Arts,6,15.789473684210526,1
Comedy,Ecchi,Samurai,6,15.789473684210526,1
Comedy,Ecchi,Police,5,13.157894736842104,1
Comedy,Ecchi,Kids,3,7.894736842105263,1
Comedy,Ecchi,Historical,2,5.2631578947368425,1
Comedy,Ecchi,Music,1,2.6315789473684212,1
Comedy,Ecchi,Dementia,1,2.6315789473684212,1
Comedy,Ecchi,Psychological,1,2.6315789473684212,1
Comedy,Ecchi,Others,38,7.6,0
Comedy,Ecchi,T,500,9.558401835213152,0
Comedy,Drama,Romance,213,42.68537074148296,0
Comedy,Drama,Adventure,124,24.849699398797597,0
Comedy,Drama,Action,120,24.04809619238477,0
Comedy,Drama,Shounen,113,22.645290581162325,0
Comedy,Drama,Slice of Life,107,21.442885771543086,0
Comedy,Drama,Fantasy,100,20.04008016032064,0
Comedy,Drama,School,91,18.236472945891784,0
Comedy,Drama,Sci-Fi,80,16.03206412825651,0
Comedy,Drama,Sports,53,10.62124248496994,0
Comedy,Drama,Magic,51,10.220440881763528,0
Comedy,Drama,Shoujo,46,9.218436873747494,0
Comedy,Drama,Supernatural,45,9.01803607214429,0
Comedy,Drama,Ecchi,34,6.813627254509018,0
Comedy,Drama,Seinen,32,6.412825651302605,0
Comedy,Drama,Mystery,29,5.811623246492986,0
Comedy,Drama,Mecha,26,5.210420841683367,0
Comedy,Drama,Historical,24,4.809619238476954,0
Comedy,Drama,Harem,24,4.809619238476954,0
Comedy,Drama,Music,22,4.408817635270541,0
Comedy,Drama,Super Power,22,4.408817635270541,0
Comedy,Drama,Kids,21,4.208416833667335,0
Comedy,Drama,Psychological,18,3.6072144288577155,0
Comedy,Drama,Military,17,3.406813627254509,0
Comedy,Drama,Space,11,2.2044088176352705,0
Comedy,Drama,Horror,11,20.754716981132077,1
Comedy,Drama,Demons,9,16.9811320754717,1
Comedy,Drama,Martial Arts,9,16.9811320754717,1
Comedy,Drama,Police,7,13.20754716981132,1
Comedy,Drama,Samurai,5,9.433962264150944,1
Comedy,Drama,Parody,4,7.547169811320755,1
Comedy,Drama,Hentai,3,5.660377358490566,1
Comedy,Drama,Vampire,3,5.660377358490566,1
Comedy,Drama,Dementia,1,1.8867924528301887,1
Comedy,Drama,Game,1,1.8867924528301887,1
Comedy,Drama,Others,53,10.62124248496994,0
Comedy,Drama,T,499,9.539285031542725,0
Comedy,Parody,Action,76,16.8141592920354,0
Comedy,Parody,Sci-Fi,70,15.486725663716815,0
Comedy,Parody,School,65,14.380530973451327,0
Comedy,Parody,Shounen,54,11.946902654867257,0
Comedy,Parody,Fantasy,51,11.283185840707965,0
Comedy,Parody,Super Power,41,9.070796460176991,0
Comedy,Parody,Historical,37,8.185840707964601,0
Comedy,Parody,Mecha,35,7.743362831858407,0
Comedy,Parody,Ecchi,35,7.743362831858407,0
Comedy,Parody,Magic,28,6.1946902654867255,0
Comedy,Parody,Adventure,26,5.752212389380531,0
Comedy,Parody,Romance,26,5.752212389380531,0
Comedy,Parody,Seinen,24,5.3097345132743365,0
Comedy,Parody,Slice of Life,21,4.646017699115045,0
Comedy,Parody,Samurai,21,4.646017699115045,0
Comedy,Parody,Supernatural,15,3.3185840707964602,0
Comedy,Parody,Harem,14,3.0973451327433628,0
Comedy,Parody,Kids,13,2.8761061946902653,0
Comedy,Parody,Game,12,2.6548672566371683,0
Comedy,Parody,Sports,10,2.2123893805309733,0
Comedy,Parody,Space,10,2.2123893805309733,0
Comedy,Parody,Hentai,7,1.5486725663716814,0
Comedy,Parody,Military,7,1.5486725663716814,0
Comedy,Parody,Martial Arts,7,1.5486725663716814,0
Comedy,Parody,Dementia,7,20.0,1
Comedy,Parody,Music,6,17.142857142857142,1
Comedy,Parody,Mystery,5,14.285714285714286,1
Comedy,Parody,Drama,4,11.428571428571429,1
Comedy,Parody,Horror,3,8.571428571428571,1
Comedy,Parody,Police,3,8.571428571428571,1
Comedy,Parody,Demons,2,5.714285714285714,1
Comedy,Parody,Psychological,2,5.714285714285714,1
Comedy,Parody,Vampire,2,5.714285714285714,1
Comedy,Parody,Shoujo,1,2.857142857142857,1
Comedy,Parody,Others,35,7.743362831858407,0
Comedy,Parody,T,452,8.64079525903269,0
Comedy,Supernatural,Shounen,141,32.11845102505695,0
Comedy,Supernatural,Action,122,27.790432801822323,0
Comedy,Supernatural,Romance,116,26.42369020501139,0
Comedy,Supernatural,Fantasy,98,22.32346241457859,0
Comedy,Supernatural,Adventure,82,18.678815489749432,0
Comedy,Supernatural,School,81,18.451025056947607,0
Comedy,Supernatural,Ecchi,72,16.40091116173121,0
Comedy,Supernatural,Demons,59,13.439635535307517,0
Comedy,Supernatural,Magic,54,12.300683371298405,0
Comedy,Supernatural,Slice of Life,48,10.933940774487471,0
Comedy,Supernatural,Drama,45,10.250569476082005,0
Comedy,Supernatural,Mystery,45,10.250569476082005,0
Comedy,Supernatural,Horror,41,9.339407744874716,0
Comedy,Supernatural,Vampire,36,8.200455580865604,0
Comedy,Supernatural,Historical,33,7.517084282460137,0
Comedy,Supernatural,Super Power,33,7.517084282460137,0
Comedy,Supernatural,Harem,33,7.517084282460137,0
Comedy,Supernatural,Seinen,30,6.83371298405467,0
Comedy,Supernatural,Sci-Fi,27,6.150341685649202,0
Comedy,Supernatural,Kids,16,3.644646924829157,0
Comedy,Supernatural,Parody,15,3.416856492027335,0
Comedy,Supernatural,Shoujo,13,2.9612756264236904,0
Comedy,Supernatural,Martial Arts,8,1.8223234624145785,0
Comedy,Supernatural,Psychological,7,1.5945330296127562,0
Comedy,Supernatural,Hentai,6,25.0,1
Comedy,Supernatural,Game,6,25.0,1
Comedy,Supernatural,Mecha,3,12.5,1
Comedy,Supernatural,Music,2,8.333333333333334,1
Comedy,Supernatural,Police,2,8.333333333333334,1
Comedy,Supernatural,Sports,1,4.166666666666667,1
Comedy,Supernatural,Military,1,4.166666666666667,1
Comedy,Supernatural,Space,1,4.166666666666667,1
Comedy,Supernatural,Dementia,1,4.166666666666667,1
Comedy,Supernatural,Samurai,1,4.166666666666667,1
Comedy,Supernatural,Others,24,5.466970387243736,0
Comedy,Supernatural,T,439,8.392276811317148,0
Comedy,Magic,Fantasy,218,53.562653562653566,0
Comedy,Magic,Adventure,126,30.95823095823096,0
Comedy,Magic,Romance,106,26.044226044226043,0
Comedy,Magic,Action,105,25.798525798525798,0
Comedy,Magic,Shoujo,85,20.884520884520885,0
Comedy,Magic,Shounen,72,17.69041769041769,0
Comedy,Magic,Ecchi,71,17.444717444717444,0
Comedy,Magic,School,66,16.216216216216218,0
Comedy,Magic,Supernatural,54,13.267813267813267,0
Comedy,Magic,Drama,51,12.530712530712531,0
Comedy,Magic,Sci-Fi,46,11.302211302211303,0
Comedy,Magic,Harem,32,7.862407862407863,0
Comedy,Magic,Super Power,30,7.371007371007371,0
Comedy,Magic,Parody,28,6.87960687960688,0
Comedy,Magic,Slice of Life,27,6.6339066339066335,0
Comedy,Magic,Kids,26,6.388206388206388,0
Comedy,Magic,Seinen,22,5.405405405405405,0
Comedy,Magic,Demons,15,3.6855036855036856,0
Comedy,Magic,Mecha,14,3.43980343980344,0
Comedy,Magic,Historical,6,1.4742014742014742,0
Comedy,Magic,Music,5,1.2285012285012284,0
Comedy,Magic,Vampire,5,17.857142857142858,1
Comedy,Magic,Hentai,4,14.285714285714286,1
Comedy,Magic,Military,4,14.285714285714286,1
Comedy,Magic,Horror,4,14.285714285714286,1
Comedy,Magic,Martial Arts,3,10.714285714285714,1
Comedy,Magic,Mystery,2,7.142857142857143,1
Comedy,Magic,Space,2,7.142857142857143,1
Comedy,Magic,Game,2,7.142857142857143,1
Comedy,Magic,Psychological,1,3.5714285714285716,1
Comedy,Magic,Police,1,3.5714285714285716,1
Comedy,Magic,Others,28,6.87960687960688,0
Comedy,Magic,T,407,7.780539093863506,0
Comedy,Seinen,Slice of Life,111,29.758713136729224,0
Comedy,Seinen,School,99,26.541554959785522,0
Comedy,Seinen,Action,93,24.932975871313673,0
Comedy,Seinen,Adventure,67,17.962466487935657,0
Comedy,Seinen,Ecchi,67,17.962466487935657,0
Comedy,Seinen,Romance,58,15.549597855227882,0
Comedy,Seinen,Drama,32,8.579088471849866,0
Comedy,Seinen,Mystery,31,8.310991957104557,0
Comedy,Seinen,Supernatural,30,8.04289544235925,0
Comedy,Seinen,Sci-Fi,28,7.506702412868632,0
Comedy,Seinen,Fantasy,27,7.238605898123325,0
Comedy,Seinen,Parody,24,6.434316353887399,0
Comedy,Seinen,Magic,22,5.898123324396783,0
Comedy,Seinen,Historical,20,5.361930294906166,0
Comedy,Seinen,Super Power,13,3.485254691689008,0
Comedy,Seinen,Sports,12,3.2171581769436997,0
Comedy,Seinen,Harem,11,2.9490616621983916,0
Comedy,Seinen,Samurai,10,2.680965147453083,0
Comedy,Seinen,Mecha,7,1.876675603217158,0
Comedy,Seinen,Demons,7,1.876675603217158,0
Comedy,Seinen,Space,6,20.0,1
Comedy,Seinen,Police,5,16.666666666666668,1
Comedy,Seinen,Vampire,4,13.333333333333334,1
Comedy,Seinen,Music,3,10.0,1
Comedy,Seinen,Military,3,10.0,1
Comedy,Seinen,Game,3,10.0,1
Comedy,Seinen,Martial Arts,2,6.666666666666667,1
Comedy,Seinen,Psychological,2,6.666666666666667,1
Comedy,Seinen,Horror,1,3.3333333333333335,1
Comedy,Seinen,Dementia,1,3.3333333333333335,1
Comedy,Seinen,Others,30,8.04289544235925,0
Comedy,Seinen,T,373,7.130567769069011,0
Comedy,Super Power,Action,153,61.44578313253012,0
Comedy,Super Power,Shounen,108,43.373493975903614,0
Comedy,Super Power,Adventure,78,31.325301204819276,0
Comedy,Super Power,Fantasy,65,26.104417670682732,0
Comedy,Super Power,Sci-Fi,48,19.27710843373494,0
Comedy,Super Power,Parody,41,16.46586345381526,0
Comedy,Super Power,Martial Arts,34,13.654618473895582,0
Comedy,Super Power,School,33,13.25301204819277,0
Comedy,Super Power,Supernatural,33,13.25301204819277,0
Comedy,Super Power,Magic,30,12.048192771084338,0
Comedy,Super Power,Ecchi,25,10.040160642570282,0
Comedy,Super Power,Drama,22,8.835341365461847,0
Comedy,Super Power,Kids,22,8.835341365461847,0
Comedy,Super Power,Mystery,22,8.835341365461847,0
Comedy,Super Power,Romance,18,7.228915662650603,0
Comedy,Super Power,Seinen,13,5.220883534136546,0
Comedy,Super Power,Mecha,12,4.819277108433735,0
Comedy,Super Power,Slice of Life,7,2.8112449799196786,0
